sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCA_014269025.2_ASM1426902v2_genomic.fasta;1;86;39.38;0.0;100.0
GCF_002847765.1_ASM284776v1_genomic.fasta;2;576.5;53.31;50.0;50.0
GCF_034049535.1_ASM3404953v1_genomic.fasta;6;1210.83;61.34;60.0;40.0
GCA_000819865.1_PRJEB7029_genomic.fasta;18;110.56;38.78;60.0;40.0
GCA_010727945.1_ASM1072794v1_genomic.fasta;8;158.75;34.02;50.0;50.0
GCA_017874595.1_ASM1787459v1_genomic.fasta;3;137.33;38.35;100.0;0.0
GCF_025558865.1_ASM2555886v1_genomic.fasta;3;358.33;63.12;0.0;100.0
GCA_902459565.1_LMG_31011_genomic.fasta;1;97;37.11;0.0;0.0
GCF_036281785.1_ASM3628178v1_genomic.fasta;3;594.67;30.27;100.0;0.0
GCF_003206055.1_ASM320605v1_genomic.fasta;2;668.5;37.25;0.0;100.0
GCF_004136555.1_ASM413655v1_genomic.fasta;1;117;35.8;0.0;0.0
GCF_003217575.1_ASM321757v1_genomic.fasta;5;833.4;32.19;60.0;40.0
GCA_016725005.1_ASM1672500v1_genomic.fasta;2;1188.5;61.92;100.0;0.0
GCF_002157165.1_ASM215716v1_genomic.fasta;1;147;35.86;0.0;0.0
GCF_003183825.1_ASM318382v1_genomic.fasta;11;109.09;32.2;71.43;28.57
GCF_001907675.1_ASM190767v1_genomic.fasta;7;139.57;32.44;50.0;50.0
GCF_003367175.1_ASM336717v1_genomic.fasta;3;129.33;36.76;0.0;0.0
GCA_014202315.1_ASM1420231v1_genomic.fasta;51;224;27.43;55.0;45.0
GCF_002797685.1_ASM279768v1_genomic.fasta;0;0.0;38.12;0.0;0.0
GCF_024171955.1_ASM2417195v1_genomic.fasta;2;107;26.89;100.0;0.0
GCF_001439605.1_ASM143960v1_genomic.fasta;1;76;62.58;100.0;0.0
GCF_002906155.1_ASM290615v1_genomic.fasta;4;84.5;40.39;50.0;50.0
GCF_007097245.1_ASM709724v1_genomic.fasta;12;466.67;64.25;62.5;37.5
GCF_024628825.1_ASM2462882v1_genomic.fasta;10;223.4;30.93;57.14;42.86
GCF_003025345.2_ASM302534v2_genomic.fasta;5;510.4;33.16;50.0;50.0
GCA_900187115.1_51699_F01_genomic.fasta;0;0.0;72.94;0.0;0.0
GCA_900198655.1_361872_4_genomic.fasta;1;299;62.56;100.0;0.0
GCA_018129405.1_ASM1812940v1_genomic.fasta;2;107.5;35.6;100.0;0.0
GCF_001552035.1_ASM155203v1_genomic.fasta;1;564;64.27;0.0;100.0
GCF_034479025.1_ASM3447902v1_genomic.fasta;2;190.5;38.19;50.0;50.0
GCF_003096175.1_ASM309617v1_genomic.fasta;10;338.5;70.33;66.67;33.33
GCA_000833575.1_ASM83357v1_genomic.fasta;4;1153.5;39.88;0.0;100.0
GCA_014649995.1_ASM1464999v1_genomic.fasta;15;555.87;27.71;66.67;33.33
GCF_003797185.1_ASM379718v1_genomic.fasta;2;99;33.71;0.0;100.0
GCF_002936985.1_ASM293698v1_genomic.fasta;8;110.38;30.21;50.0;50.0
GCA_011297315.1_ASM1129731v1_genomic.fasta;19;170.89;28.56;75.0;25.0
GCF_009939195.1_ASM993919v1_genomic.fasta;0;0.0;58.03;0.0;0.0
GCF_009749385.1_ASM974938v1_genomic.fasta;4;127;29.21;0.0;100.0
GCA_000284275.1_ASM28427v1_genomic.fasta;2;89.5;35.7;100.0;0.0
GCF_004114995.1_ASM411499v1_genomic.fasta;18;959.94;33.72;45.45;54.55
GCA_900187305.1_51470_F02_genomic.fasta;3;1684.33;49.06;50.0;50.0
GCF_002217275.1_ASM221727v1_genomic.fasta;7;105.86;66.04;50.0;50.0
GCA_019693255.1_ASM1969325v1_genomic.fasta;2;93;40.7;0.0;100.0
GCF_002155975.1_ASM215597v1_genomic.fasta;18;163.56;28.26;50.0;50.0
GCA_021739025.1_ASM2173902v1_genomic.fasta;2;100.5;33.01;0.0;100.0
GCF_003865375.1_ASM386537v1_genomic.fasta;7;107.71;35.64;25.0;75.0
GCA_014070455.1_ASM1407045v1_genomic.fasta;3;174;32.49;100.0;0.0
GCF_001484065.1_ASM148406v1_genomic.fasta;6;1113;36.63;40.0;60.0
GCA_019048065.1_ASM1904806v1_genomic.fasta;1;75;46.6;0.0;100.0
GCF_030292135.1_ASM3029213v1_genomic.fasta;3;100.67;64.75;66.67;33.33
GCF_003065365.1_ASM306536v1_genomic.fasta;0;0.0;50.49;0.0;0.0
GCA_017897605.1_ASM1789760v1_genomic.fasta;6;375.17;46.35;50.0;50.0
GCA_015160875.1_ASM1516087v1_genomic.fasta;26;131.15;28.39;57.14;42.86
GCF_004571025.1_ASM457102v1_genomic.fasta;2;120;36.47;100.0;0.0
GCF_003575975.1_ASM357597v1_genomic.fasta;8;117.88;29.44;100.0;0.0
GCF_004296575.1_ASM429657v1_genomic.fasta;1;98;35.44;0.0;100.0
GCF_001939735.1_ASM193973v1_genomic.fasta;3;544.67;52.06;66.67;33.33
GCA_900478185.1_51342_H01_genomic.fasta;2;3003.5;57.9;0.0;100.0
GCF_003026495.1_ASM302649v1_genomic.fasta;1;139;52.1;0.0;100.0
GCA_000740275.1_ASM74027v1_genomic.fasta;1;82;42.76;100.0;0.0
GCF_007109405.1_ASM710940v1_genomic.fasta;1;758;32.36;0.0;100.0
GCF_001281405.1_ASM128140v1_genomic.fasta;0;0.0;61.58;0.0;0.0
GCA_900070355.1_S2_rcS3_S1_rcS3_genomic.fasta;0;0.0;39.86;0.0;0.0
GCF_005893125.1_ASM589312v1_genomic.fasta;14;277.21;30.44;80.0;20.0
GCF_003606325.2_ASM360632v3_genomic.fasta;1;137;61.6;100.0;0.0
GCA_014203315.1_ASM1420331v1_genomic.fasta;20;135.8;30.79;53.85;46.15
GCF_002504265.1_ASM250426v1_genomic.fasta;3;150.33;32.61;0.0;100.0
GCA_900067155.1_ASM90006715v1_genomic.fasta;6;97.33;53.34;33.33;66.67
GCA_014648315.1_ASM1464831v1_genomic.fasta;2;90;58.6;0.0;100.0
GCA_014207105.1_ASM1420710v1_genomic.fasta;3;136.33;31.96;100.0;0.0
GCA_900109565.1_IMG-taxon_2657245271_annotated_assembly_genomic.fasta;4;725.5;32.67;33.33;66.67
GCA_000613045.3_BDW_PRJEB5262_genomic.fasta;1;78;61.01;0.0;0.0
GCF_024198175.1_ASM2419817v1_genomic.fasta;71;173.55;29.27;39.29;60.71
GCF_007828035.1_ASM782803v1_genomic.fasta;7;136.71;32.33;42.86;57.14
GCA_900637845.1_52683_D03_genomic.fasta;0;0.0;63.36;0.0;0.0
GCA_900091565.1_IMG-taxon_2622736534_annotated_assembly_genomic.fasta;11;134.55;27.15;100.0;0.0
GCA_020215705.1_ASM2021570v1_genomic.fasta;21;122.05;30.33;33.33;66.67
GCF_004121055.1_ASM412105v1_genomic.fasta;6;109;33.59;33.33;66.67
GCF_003363265.1_ASM336326v1_genomic.fasta;0;0.0;38.71;0.0;0.0
GCF_009036245.1_ASM903624v1_genomic.fasta;2;259.5;44.45;100.0;0.0
GCA_013913525.1_ASM1391352v1_genomic.fasta;15;398.13;27.28;71.43;28.57
GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly_genomic.fasta;4;541.25;59.68;50.0;50.0
GCF_005221285.1_ASM522128v1_genomic.fasta;1;434;50.95;0.0;100.0
GCA_021283545.2_ASM2128354v2_genomic.fasta;1;120;38.35;100.0;0.0
GCF_001404935.1_13414_6_41_genomic.fasta;2;123.5;55.05;0.0;100.0
GCA_900091425.1_IMG-taxon_2617270872_annotated_assembly_genomic.fasta;13;147.38;27.19;57.14;42.86
GCA_015726805.2_ASM1572680v2_genomic.fasta;8;138.25;40.62;20.0;80.0
GCF_001021065.1_ASM102106v1_genomic.fasta;7;716.14;34.5;60.0;40.0
GCA_900142735.1_IMG-taxon_2698536752_annotated_assembly_genomic.fasta;4;110.25;66.02;33.33;66.67
GCF_037811135.1_ASM3781113v1_genomic.fasta;29;119.59;38.04;33.33;66.67
GCA_017313405.1_ASM1731340v1_genomic.fasta;1;85;41.13;100.0;0.0
GCF_030436185.1_ASM3043618v1_genomic.fasta;1;111;72.04;0.0;0.0
GCF_037619525.1_ASM3761952v1_genomic.fasta;8;124.38;32.66;42.86;57.14
GCF_002573965.1_ASM257396v1_genomic.fasta;12;519.92;32.13;60.0;40.0
GCF_001953745.1_ASM195374v1_genomic.fasta;5;1789;34.75;0.0;100.0
GCF_002288545.1_ASM228854v1_genomic.fasta;9;799.44;48.01;75.0;25.0
GCA_900637805.1_52592_E01_genomic.fasta;2;448.5;59.89;0.0;100.0
GCF_025941605.1_ASM2594160v1_genomic.fasta;0;0.0;39.08;0.0;0.0
GCF_001021495.1_ASM102149v1_genomic.fasta;7;102.86;33.38;75.0;25.0
GCF_004854025.1_ASM485402v1_genomic.fasta;12;157.33;29.03;20.0;80.0
GCF_024436175.1_ASM2443617v1_genomic.fasta;1;100;63.28;0.0;100.0
GCF_008011915.1_ASM801191v1_genomic.fasta;0;0.0;30.37;0.0;0.0
GCA_014202695.1_ASM1420269v1_genomic.fasta;12;102.17;57.34;22.22;77.78
GCF_001839655.2_ASM183965v2_genomic.fasta;4;105;35.99;25.0;75.0
GCF_001718895.1_ASM171889v1_genomic.fasta;1;108;32.75;0.0;0.0
GCA_023278125.1_ASM2327812v1_genomic.fasta;2;94;42.32;0.0;100.0
GCF_003931855.1_ASM393185v1_genomic.fasta;8;315.88;53.54;60.0;40.0
GCA_022812045.1_ASM2281204v1_genomic.fasta;2;97;55.73;100.0;0.0
GCF_008923205.2_ASM892320v2_genomic.fasta;15;131.87;27.51;55.56;44.44
GCA_013423865.1_ASM1342386v1_genomic.fasta;6;204;53.33;66.67;33.33
GCF_001513965.1_ASM151396v1_genomic.fasta;16;122.19;28.89;57.14;42.86
GCF_002811195.1_ASM281119v1_genomic.fasta;7;117;46.12;50.0;50.0
GCF_002727125.1_ASM272712v1_genomic.fasta;8;94.38;34.11;50.0;50.0
GCA_900156495.1_IMG-taxon_2681812929_annotated_assembly_genomic.fasta;2;102.5;32.76;50.0;50.0
GCA_014649695.1_ASM1464969v1_genomic.fasta;23;242.52;29.18;25.0;75.0
GCF_001652465.1_ASM165246v1_genomic.fasta;1;125;30.04;0.0;100.0
GCF_001687305.1_ASM168730v1_genomic.fasta;7;593.14;46.12;40.0;60.0
GCF_024198215.1_ASM2419821v1_genomic.fasta;48;316.19;30.92;40.0;60.0
GCF_030268005.1_ASM3026800v1_genomic.fasta;3;92;30.23;0.0;0.0
GCA_015461835.1_ASM1546183v1_genomic.fasta;7;145.29;40.77;50.0;50.0
GCA_016107685.1_ASM1610768v1_genomic.fasta;5;114.2;31.88;33.33;66.67
GCA_010726645.1_ASM1072664v1_genomic.fasta;3;256.67;31.71;0.0;0.0
GCF_002250745.2_ASM225074v2_genomic.fasta;1;102;29.45;0.0;0.0
GCF_003602095.1_ASM360209v1_genomic.fasta;1;389;47.8;0.0;0.0
GCF_002245615.1_ASM224561v1_genomic.fasta;4;98.25;33.21;50.0;50.0
GCA_014898175.1_ASM1489817v1_genomic.fasta;18;150.5;37.32;56.25;43.75
GCA_900660435.1_50465_D02-3_genomic.fasta;2;96.5;74.67;50.0;50.0
GCF_003851765.1_ASM385176v1_genomic.fasta;4;103.5;32.74;100.0;0.0
GCF_024759285.1_ASM2475928v1_genomic.fasta;2;1163.5;56.62;0.0;100.0
GCF_001641755.2_ASM164175v2_genomic.fasta;4;434.75;40.12;25.0;75.0
GCA_019711495.1_ASM1971149v1_genomic.fasta;1;157;37.4;100.0;0.0
GCA_013285305.1_ASM1328530v1_genomic.fasta;4;116.5;39.38;25.0;75.0
GCF_003459085.1_ASM345908v1_genomic.fasta;5;978.2;49.93;40.0;60.0
GCA_000827885.1_ASM82788v1_genomic.fasta;0;0.0;54.79;0.0;0.0
GCF_001687625.2_ASM168762v2_genomic.fasta;5;92.4;52.83;60.0;40.0
GCA_018256705.1_ASM1825670v1_genomic.fasta;1;82;44.46;100.0;0.0
GCF_026344075.1_ASM2634407v1_genomic.fasta;0;0.0;43.64;0.0;0.0
GCF_002835805.1_ASM283580v1_genomic.fasta;2;108.5;65.35;0.0;100.0
GCF_029215875.1_ASM2921587v1_genomic.fasta;5;348.2;33.48;66.67;33.33
GCF_003013675.1_ASM301367v1_genomic.fasta;2;93;31.32;100.0;0.0
GCF_002291445.1_ASM229144v1_genomic.fasta;5;100.8;46.92;60.0;40.0
GCF_025384845.1_ASM2538484v1_genomic.fasta;3;244.67;56.56;100.0;0.0
GCA_018860525.1_ASM1886052v1_genomic.fasta;0;0.0;59.03;0.0;0.0
GCA_014203125.1_ASM1420312v1_genomic.fasta;5;945.2;34.42;50.0;50.0
GCF_002632875.1_ASM263287v1_genomic.fasta;5;955.6;55.26;40.0;60.0
GCF_026283965.1_ASM2628396v1_genomic.fasta;3;106.67;37.16;66.67;33.33
GCA_021560115.1_ASM2156011v1_genomic.fasta;4;891.25;46.68;100.0;0.0
GCF_003254825.1_ASM325482v1_genomic.fasta;5;108;69.24;0.0;100.0
GCA_900475035.1_41965_F01_genomic.fasta;2;232.5;61.45;0.0;100.0
GCA_900637175.1_49569_F01_genomic.fasta;12;618.83;41.46;25.0;75.0
GCA_016102325.1_ASM1610232v1_genomic.fasta;9;274.67;54.5;11.11;88.89
GCA_031981525.1_ASM3198152v1_genomic.fasta;1;165;44.93;0.0;0.0
GCF_004770895.1_ASM477089v1_genomic.fasta;0;0.0;59.01;0.0;0.0
GCA_900637985.1_54949_H01_genomic.fasta;3;570.33;43.61;33.33;66.67
GCA_900115175.1_IMG-taxon_2617270919_annotated_assembly_genomic.fasta;0;0.0;40.1;0.0;0.0
GCF_005890195.1_ASM589019v1_genomic.fasta;3;87.33;35.66;0.0;100.0
GCF_001282945.1_gastric_feline_helicobacters_genomic.fasta;1;125;51.85;0.0;0.0
GCF_026167665.1_ASM2616766v1_genomic.fasta;16;122.38;28.04;66.67;33.33
GCA_019249255.1_ASM1924925v1_genomic.fasta;1;96;56.32;100.0;0.0
GCA_014195505.1_ASM1419550v1_genomic.fasta;26;218.35;29.7;50.0;50.0
GCA_014648695.1_ASM1464869v1_genomic.fasta;15;138.87;29.08;70.0;30.0
GCA_902506485.1_PANT111_assembly_genomic.fasta;2;132;44.07;0.0;100.0
GCF_002849795.1_ASM284979v1_genomic.fasta;27;232.52;58.25;55.56;44.44
GCA_000689255.1_BN973_1_genomic.fasta;5;109.4;33.38;0.0;0.0
GCF_025561465.1_ASM2556146v1_genomic.fasta;2;496.5;63.96;100.0;0.0
GCA_031457585.1_ASM3145758v1_genomic.fasta;5;98.6;32.03;50.0;50.0
GCF_001190965.1_ASM119096v1_genomic.fasta;9;168.89;33.8;66.67;33.33
GCA_018127825.1_ASM1812782v1_genomic.fasta;7;1821.14;57.55;50.0;50.0
GCF_028994805.1_ASM2899480v1_genomic.fasta;4;89.5;28.63;50.0;50.0
GCA_014203695.1_ASM1420369v1_genomic.fasta;23;202.22;28.68;36.84;63.16
GCA_000300875.1_ASM30087v1_genomic.fasta;2;572.5;62.96;0.0;100.0
GCA_019797825.1_ASM1979782v1_genomic.fasta;4;402.75;53.12;50.0;50.0
GCA_014646355.1_ASM1464635v1_genomic.fasta;24;447.67;29.35;50.0;50.0
GCF_004362825.1_ASM436282v1_genomic.fasta;15;205.4;29.56;36.36;63.64
GCF_001542905.1_ASM154290v1_genomic.fasta;2;94;32.03;100.0;0.0
GCF_003719725.1_ASM371972v1_genomic.fasta;1;77;53.87;0.0;100.0
GCA_000716785.1_ASM71678v1_genomic.fasta;18;149.67;28.02;66.67;33.33
GCF_030291635.1_ASM3029163v1_genomic.fasta;5;109.4;37.99;40.0;60.0
GCA_010731875.1_ASM1073187v1_genomic.fasta;1;83;34.05;0.0;100.0
GCA_018390575.1_ASM1839057v1_genomic.fasta;2;120;46.16;50.0;50.0
GCA_000973125.1_ASM97312v1_genomic.fasta;2;98;55.26;100.0;0.0
GCA_014651055.1_ASM1465105v1_genomic.fasta;42;307.74;27.59;50.0;50.0
GCA_019659805.1_ASM1965980v1_genomic.fasta;3;102.33;62.65;50.0;50.0
GCF_008275125.1_ASM827512v1_genomic.fasta;3;1846;36.37;50.0;50.0
GCA_900113945.1_IMG-taxon_2684622849_annotated_assembly_genomic.fasta;1;293;56.08;100.0;0.0
GCA_013155395.1_ASM1315539v1_genomic.fasta;3;516;37.14;33.33;66.67
GCF_001021025.1_ASM102102v1_genomic.fasta;4;208.75;41.94;66.67;33.33
GCA_019458805.1_ASM1945880v1_genomic.fasta;25;292.68;25.45;22.22;77.78
GCF_002763535.1_ASM276353v1_genomic.fasta;2;1203;56.29;100.0;0.0
GCF_024346795.1_ASM2434679v1_genomic.fasta;0;0.0;54.95;0.0;0.0
GCA_017875645.1_ASM1787564v1_genomic.fasta;10;334.4;32.74;55.56;44.44
GCA_900636925.1_45137_F01_genomic.fasta;6;106.83;31.75;100.0;0.0
GCA_022870845.1_ASM2287084v1_genomic.fasta;10;540.5;45.49;50.0;50.0
GCF_002266435.3_ASM226643v3_genomic.fasta;0;0.0;35.35;0.0;0.0
GCA_019145495.1_ASM1914549v1_genomic.fasta;3;105;40.7;50.0;50.0
GCF_036873705.1_ASM3687370v1_genomic.fasta;31;193.42;29.43;52.63;47.37
GCF_024508235.1_ASM2450823v1_genomic.fasta;7;256.86;35.11;33.33;66.67
GCA_013155425.1_ASM1315542v1_genomic.fasta;1;82;37.44;0.0;100.0
GCA_014295435.1_ASM1429543v1_genomic.fasta;4;112.25;33.08;0.0;100.0
GCA_900289185.1_PRJEB24917_genomic.fasta;4;120.5;33.27;100.0;0.0
GCA_013074385.2_ASM1307438v2_genomic.fasta;2;398;54.36;50.0;50.0
GCF_003939025.1_ASM393902v1_genomic.fasta;2;84;38.71;0.0;0.0
GCF_009911795.1_ASM991179v1_genomic.fasta;3;117.67;35.26;33.33;66.67
GCF_001891125.1_ASM189112v1_genomic.fasta;1;102;62.42;100.0;0.0
GCA_014644735.1_ASM1464473v1_genomic.fasta;6;710.5;52.61;100.0;0.0
GCA_016908645.1_ASM1690864v1_genomic.fasta;9;361.33;59.33;66.67;33.33
GCF_009498695.1_ASM949869v1_genomic.fasta;0;0.0;61.77;0.0;0.0
GCA_900109175.1_IMG-taxon_2663762776_annotated_assembly_genomic.fasta;0;0.0;33.59;0.0;0.0
GCA_014268445.2_ASM1426844v2_genomic.fasta;7;110.14;40.83;50.0;50.0
GCA_016026395.1_ASM1602639v1_genomic.fasta;4;114.5;43.23;33.33;66.67
GCA_000812875.1_ASM81287v1_genomic.fasta;3;114;60.48;100.0;0.0
GCA_021852965.1_ASM2185296v1_genomic.fasta;1;73;53.42;0.0;0.0
GCA_019380255.1_ASM1938025v1_genomic.fasta;2;881.5;42.88;100.0;0.0
GCA_015594545.1_ASM1559454v1_genomic.fasta;3;234;67.33;100.0;0.0
GCF_004342325.1_ASM434232v1_genomic.fasta;2;144;40.44;0.0;100.0
GCF_027498055.1_ASM2749805v1_genomic.fasta;0;0.0;50.72;0.0;0.0
GCA_900102675.1_IMG-taxon_2663763604_annotated_assembly_genomic.fasta;2;83.5;37.4;100.0;0.0
GCA_014947195.2_ASM1494719v2_genomic.fasta;8;120.25;47.14;80.0;20.0
GCA_014656075.1_ASM1465607v1_genomic.fasta;47;318.62;26.77;53.33;46.67
GCF_001687665.2_ASM168766v2_genomic.fasta;1;101;59.92;100.0;0.0
GCA_010729485.1_ASM1072948v1_genomic.fasta;9;237.22;31.49;75.0;25.0
GCA_014203195.1_ASM1420319v1_genomic.fasta;0;0.0;48.55;0.0;0.0
GCA_020682705.1_ASM2068270v1_genomic.fasta;5;97.6;31.01;100.0;0.0
GCF_002216685.1_ASM221668v1_genomic.fasta;1;147;52.79;0.0;100.0
GCA_000258765.1_CBA3202_1.0_genomic.fasta;3;161;65.15;33.33;66.67
GCA_014204755.1_ASM1420475v1_genomic.fasta;6;134.83;27.96;66.67;33.33
GCA_014650055.1_ASM1465005v1_genomic.fasta;24;136.75;28.54;75.0;25.0
GCA_015218165.1_ASM1521816v1_genomic.fasta;5;1495;61.8;50.0;50.0
GCA_020204845.1_ASM2020484v1_genomic.fasta;4;163.25;41.69;100.0;0.0
GCF_001999305.1_ASM199930v1_genomic.fasta;1;139;59.05;100.0;0.0
GCF_001514265.1_ASM151426v1_genomic.fasta;20;128;28.92;75.0;25.0
GCA_021729135.1_ASM2172913v1_genomic.fasta;6;101.17;32.09;0.0;100.0
GCA_019668465.1_ASM1966846v1_genomic.fasta;7;98.86;32.92;50.0;50.0
GCA_012933505.1_ASM1293350v1_genomic.fasta;36;276.17;33.9;42.31;57.69
GCA_015326295.1_ASM1532629v1_genomic.fasta;1;97;43.89;0.0;100.0
GCA_014197035.1_ASM1419703v1_genomic.fasta;3;490;35.9;50.0;50.0
GCF_009295515.1_ASM929551v1_genomic.fasta;2;574.5;48.4;50.0;50.0
GCA_900638135.1_56433_G01_genomic.fasta;0;0.0;44.94;0.0;0.0
GCF_001293525.1_ASM129352v1_genomic.fasta;21;288.14;27.09;66.67;33.33
GCA_021043325.1_ASM2104332v1_genomic.fasta;10;541.1;32.4;42.86;57.14
GCF_025765795.1_ASM2576579v1_genomic.fasta;6;1196.83;31.29;100.0;0.0
GCA_900113445.1_IMG-taxon_2599185219_annotated_assembly_genomic.fasta;4;1049.25;42.47;66.67;33.33
GCF_008932245.1_ASM893224v1_genomic.fasta;0;0.0;37.76;0.0;0.0
GCF_006716695.1_ASM671669v1_genomic.fasta;8;728.88;37.3;25.0;75.0
GCF_005671335.1_ASM567133v1_genomic.fasta;9;1156.56;56.47;77.78;22.22
GCF_036866135.1_ASM3686613v1_genomic.fasta;15;153.8;43.43;36.36;63.64
GCF_037414475.1_KYC2006_genomic.fasta;21;626.76;31.51;16.67;83.33
GCA_011421455.1_ASM1142145v1_genomic.fasta;4;400;62.4;0.0;100.0
GCA_000690595.2_ASM69059v2_genomic.fasta;12;410.42;34.88;50.0;50.0
GCA_014192375.1_ASM1419237v1_genomic.fasta;4;1102.75;31.75;50.0;50.0
GCA_013408745.1_ASM1340874v1_genomic.fasta;3;193;29.92;100.0;0.0
GCF_037026925.1_ASM3702692v1_genomic.fasta;7;131;56.89;50.0;50.0
GCF_001876955.1_ASM187695v1_genomic.fasta;2;87.5;44.63;0.0;0.0
GCA_014200925.1_ASM1420092v1_genomic.fasta;2;121;37.02;100.0;0.0
GCF_008710145.1_ASM871014v1_genomic.fasta;4;129.75;62.14;100.0;0.0
GCA_900116445.1_IMG-taxon_2671180117_annotated_assembly_genomic.fasta;4;144.75;38.91;0.0;100.0
GCA_017357285.1_ASM1735728v1_genomic.fasta;3;90;39.24;33.33;66.67
GCA_014042355.1_ASM1404235v1_genomic.fasta;2;331;35.65;50.0;50.0
GCF_008807015.1_ASM880701v1_genomic.fasta;2;168;55.44;0.0;100.0
GCA_000285835.2_ASM28583v2_genomic.fasta;6;106.83;29.77;100.0;0.0
GCF_002028325.1_ASM202832v1_genomic.fasta;4;83.5;38.94;33.33;66.67
GCF_009586235.1_ASM958623v1_genomic.fasta;7;140;33.25;20.0;80.0
GCA_000764655.1_ASM76465v1_genomic.fasta;18;111.28;38.85;53.33;46.67
GCF_003289965.1_ASM328996v1_genomic.fasta;6;123.83;36.27;83.33;16.67
GCA_021044685.1_ASM2104468v1_genomic.fasta;0;0.0;36.28;0.0;0.0
GCF_002744735.1_ASM274473v1_genomic.fasta;0;0.0;42.95;0.0;0.0
GCF_003351365.1_ASM335136v1_genomic.fasta;12;132.25;27.23;50.0;50.0
GCA_014656315.1_ASM1465631v1_genomic.fasta;14;479.71;27.41;80.0;20.0
GCF_006538985.1_ASM653898v1_genomic.fasta;12;128.58;37.97;28.57;71.43
GCA_016461705.1_ASM1646170v1_genomic.fasta;4;418.25;63.11;50.0;50.0
GCA_014649415.1_ASM1464941v1_genomic.fasta;17;362;28.22;66.67;33.33
GCF_037818705.1_ASM3781870v1_genomic.fasta;14;383.14;41.86;55.56;44.44
GCF_003719195.1_ASM371919v1_genomic.fasta;1;179;38.5;100.0;0.0
GCA_014892575.1_ASM1489257v1_genomic.fasta;31;269.71;28.73;88.46;11.54
GCF_009834365.1_ASM983436v1_genomic.fasta;3;93;38.29;100.0;0.0
GCF_002259645.1_ASM225964v1_genomic.fasta;19;360.74;38.95;68.75;31.25
GCF_002015115.1_ASM201511v1_genomic.fasta;4;256.75;54.49;0.0;100.0
GCA_020097615.1_ASM2009761v1_genomic.fasta;5;1706.4;36.92;25.0;75.0
GCA_011761945.1_ASM1176194v1_genomic.fasta;4;116.25;32.44;50.0;50.0
GCA_014645835.1_ASM1464583v1_genomic.fasta;17;105.24;30.05;22.22;77.78
GCA_900142345.1_IMG-taxon_2698536699_annotated_assembly_genomic.fasta;6;122.33;37.66;66.67;33.33
GCF_037483245.1_ASM3748324v1_genomic.fasta;1;148;37.3;100.0;0.0
GCA_014694315.1_ASM1469431v1_genomic.fasta;6;173.67;33.93;75.0;25.0
GCF_004153455.1_ASM415345v1_genomic.fasta;0;0.0;42.05;0.0;0.0
GCF_036226945.1_ASM3622694v1_genomic.fasta;20;120;27.88;54.55;45.45
GCA_011369485.1_ASM1136948v1_genomic.fasta;5;146.8;40.38;75.0;25.0
GCF_029625435.1_ASM2962543v1_genomic.fasta;5;408.8;45.46;66.67;33.33
GCA_900104125.1_IMG-taxon_2639762506_annotated_assembly_genomic.fasta;1;130;40.87;0.0;100.0
GCA_033109485.1_ASM3310948v1_genomic.fasta;21;185.76;28.48;69.23;30.77
GCF_001718955.1_ASM171895v1_genomic.fasta;5;105.4;32.35;100.0;0.0
GCA_900166965.1_P.piscicola_NCCB100098T_SPAdes_Prokka_EMBL_genomic.fasta;3;608.33;60.82;33.33;66.67
GCA_022674245.1_ASM2267424v1_genomic.fasta;4;189.75;47.85;66.67;33.33
GCF_001730285.1_ASM173028v1_genomic.fasta;2;330.5;64.19;0.0;100.0
GCF_004771075.1_ASM477107v1_genomic.fasta;3;87.67;54.94;0.0;0.0
GCA_000978575.1_ASM97857v1_genomic.fasta;8;910.88;53.75;37.5;62.5
GCF_009810215.1_ASM981021v1_genomic.fasta;0;0.0;64.16;0.0;0.0
GCA_900090245.1_IMG-taxon_2622736531_annotated_assembly_genomic.fasta;10;100;27.04;40.0;60.0
GCF_001693385.1_ASM169338v1_genomic.fasta;0;0.0;37.97;0.0;0.0
GCA_014649875.1_ASM1464987v1_genomic.fasta;17;396.12;28.26;50.0;50.0
GCF_002189675.2_ASM218967v2_genomic.fasta;29;375.48;28.0;62.5;37.5
GCA_014192015.1_ASM1419201v1_genomic.fasta;3;128;47.11;0.0;100.0
GCF_004022565.1_ASM402256v1_genomic.fasta;1;182;40.66;0.0;0.0
GCF_003330785.1_ASM333078v1_genomic.fasta;1;298;37.17;100.0;0.0
GCF_002813455.1_ASM281345v1_genomic.fasta;5;117.6;41.24;50.0;50.0
GCF_002022145.1_ASM202214v1_genomic.fasta;2;92.5;63.61;0.0;100.0
GCA_020736705.1_ASM2073670v1_genomic.fasta;0;0.0;58.59;0.0;0.0
GCF_001553955.1_ASM155395v1_genomic.fasta;5;3321.2;56.46;66.67;33.33
GCF_003569005.1_Vsuperstes_genomic.fasta;5;122.4;55.22;0.0;100.0
GCA_014042035.1_ASM1404203v1_genomic.fasta;1;90;54.04;0.0;100.0
GCF_002811765.1_ASM281176v1_genomic.fasta;0;0.0;60.89;0.0;0.0
GCF_001307105.1_ASM130710v1_genomic.fasta;7;230;58.65;85.71;14.29
GCA_900156405.1_IMG-taxon_2681812898_annotated_assembly_genomic.fasta;3;104;55.99;0.0;100.0
